ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
3265,FORD,1,14,North West,4,998,2016,1168,114,0.206,0.034,,0.05,0.597429667
78,FORD,1,6,London,1,1596,2002,1227,200,0.518,0.059,,0.115,0.724507738
21,FORD,2,14,South West,5,1399,2002,1145,117,0.154,0.423,0.036,,0.536240942
3622,FORD,1,14,South West,5,998,2016,1364,125,0.428,0.037,0.001,0.053,0.830298149
2034,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.072259087
3217,BMW,1,14,North West,2,1997,2016,1450,151,0.25,0.027,,0.029,0.509362006
3021,BMW,1,5,North West,2,1499,2016,1435,129,0.215,0.01,,0.037,0.622704234
3335,TOYOTA,1,14,South West,2,1329,2016,1133,119,0.311,0.008,,0.041,0.651910509
473,VOLKSWAGEN,1,2,London,4,1984,2002,1460,202,0.337,0.016,,0.023,0.11517646
781,FORD,2,6,London,1,1998,2002,0,159,0.204,0.443,0.026,,0.714175577
2842,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.30934067
2670,FORD,1,14,London,1,1242,2016,1095,122,0.518,0.027,,0.051,0.851719657
1284,FORD,1,14,South West,1,1999,2002,1396,192,0.284,0.08,,0.056,0.809091382
850,FORD,1,3,London,2,1388,2002,0,158,0.662,,,,0.608389309
215,TOYOTA,1,14,London,2,1398,2002,1280,159,0.47,0.02,,0.07,0.665786891
923,FORD,1,14,London,1,1798,2002,1396,187,0.375,0.091,,0.077,0.604733931
1471,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.947273385
458,FORD,1,14,South West,1,1596,2002,1189,192,0.518,0.059,,0.115,0.145324292
61,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.941394541
3718,VOLKSWAGEN,2,96,South West,5,1598,2016,1604,111,0.147,0.045,,,0.929779077
3707,BMW,1,6,South West,5,1998,2016,1595,134,0.151,0.025,,0.04,0.346562806
3794,BMW,2,6,London,1,2993,2016,2185,159,0.161,0.057,,,0.279778912
2603,BMW,1,5,London,1,1998,2016,1615,134,0.151,0.025,,0.04,0.696099998
918,BMW,1,13,London,1,1995,2002,1375,175,0.264,0.032,,0.032,0.80542019
395,FORD,1,6,South West,1,1796,2002,1238,184,0.895,0.043,,0.091,0.005624589
3052,FORD,1,14,North West,2,998,2016,1364,125,0.428,0.037,0.001,0.053,0.975871635
1683,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.849525545
1091,VOLKSWAGEN,2,14,South West,2,1896,2002,1379,138,0.073,0.33,0.025,,0.233553893
1154,FORD,1,14,London,2,1388,2002,1097,158,0.562,0.026,,0.08,0.346142138
3675,VAUXHALL,1,14,South West,1,999,2016,1263,102,0.484,0.021,0.002,0.036,0.185759238
309,FORD,2,14,North West,1,1998,2002,1506,156,0.204,0.443,0.026,,0.800337228
530,FORD,1,13,London,1,1596,2002,1154,165,0.518,0.059,,0.115,0.084056358
1460,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.272079721
595,FORD,1,6,London,1,1596,2002,1180,163,0.518,0.059,,0.115,0.572311807
2657,VOLKSWAGEN,1,96,London,2,1395,2016,1362,125,0.158,0.034,,0.028,0.505307609
377,VAUXHALL,1,13,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.860638616
2446,VOLKSWAGEN,1,96,London,1,1395,2016,1505,127,0.213,0.029,,0.042,0.788981434
302,VOLKSWAGEN,2,6,South West,2,1896,2002,1832,173,0.463,0.387,0.035,,0.701560938
3506,FORD,1,14,South West,5,1498,2016,1421,140,0.506,0.027,0.004,0.069,0.42361659
1418,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.85582953
1818,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.157323336
2433,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.326329927
1945,VAUXHALL,1,14,London,1,1364,2016,1394,145,0.593,0.011,,0.03,0.601095642
2856,VAUXHALL,1,96,North West,5,1364,2016,1393,139,0.461,0.013,,0.031,0.485542909
873,VOLKSWAGEN,1,3,London,2,1390,2002,0,161,0.172,,,,0.981076645
647,FORD,1,14,North West,4,1596,2002,1167,165,0.518,0.059,,0.115,0.618671155
2801,VOLKSWAGEN,1,14,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.770563063
88,VOLKSWAGEN,2,6,South West,4,1896,2002,1480,146,0.081,0.376,0.029,,0.657940712
3646,BMW,1,4,South West,2,1997,2016,1470,159,0.309,0.024,,0.027,0.090073272
2914,VOLKSWAGEN,1,14,North West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.451313166
406,FORD,1,14,South West,1,1596,2002,1152,165,0.518,0.059,,0.115,0.327068729
1754,VAUXHALL,1,14,North West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.070120948
178,TOYOTA,1,6,South West,1,1998,2002,1460,211,0.61,0.04,,0.07,0.243467842
2940,VAUXHALL,1,14,North West,1,1598,2016,1355,159,0.809,0.012,,0.051,0.589859128
3263,FORD,1,14,North West,1,998,2016,1177,99,0.355,0.041,0.001,0.067,0.699604557
3409,VOLKSWAGEN,2,14,South West,5,1968,2016,1395,114,0.133,0.067,,,0.119980186
2964,VOLKSWAGEN,1,14,South West,5,1984,2016,1392,145,0.362,0.029,,0.053,0.992916129
1513,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.971125914
962,FORD,1,14,South West,1,1796,2002,1204,181,0.895,0.043,,0.091,0.291999822
537,BMW,1,4,London,1,1995,2002,1570,203,0.811,0.053,,0.12,0.035781237
2941,BMW,2,5,South West,5,1995,2016,1615,114,0.128,0.023,,,0.26061535
3468,FORD,1,14,South West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.956303627
3340,TOYOTA,8,6,South West,1,2494,2016,1810,118,0.267,0.009,,0.049,0.722137926
1727,VAUXHALL,1,14,North West,1,1364,2016,1394,145,0.593,0.011,,0.03,0.019609159
2521,FORD,2,14,South West,5,1499,2016,1399,99,0.354,0.074,,,0.093459393
3208,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.94784052
214,FORD,1,14,London,2,1988,2002,1314,218,0.148,0.061,,0.051,0.956532906
1955,VAUXHALL,1,13,London,1,1229,2016,1086,125,0.474,0.013,,0.038,0.921747136
2785,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.924627245
5,VOLKSWAGEN,2,2,London,1,1896,2002,1533,154,0.181,0.313,0.04,,0.804386043
1308,VAUXHALL,2,96,London,2,1956,2016,1788,161,0.057,0.053,,,0.488270399
2129,VOLKSWAGEN,1,14,North West,1,1395,2016,1316,113,0.242,0.033,,0.048,0.48064183
2875,FORD,2,14,North West,5,1499,2016,1399,99,0.354,0.074,,,0.17022277
831,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.786190062
3723,FORD,1,14,South West,1,999,2016,1333,108,0.447,0.03,0.002,0.076,0.130357641
3517,VOLKSWAGEN,2,96,South West,5,1968,2016,1554,136,0.136,0.036,,,0.793689638
1609,VAUXHALL,1,14,London,2,1398,2016,1163,118,0.463,0.01,,0.031,0.084261525
2786,BMW,1,5,North West,1,1998,2016,1615,134,0.151,0.025,,0.04,0.091732222
411,VOLKSWAGEN,1,14,South West,4,1198,2002,1143,142,0.68,0.042,,0.03,0.351762995
770,BMW,1,4,South West,1,2494,2002,0,239,0.255,,,,0.671845444
1466,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.370148608
3392,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.259511676
1571,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.030561502
2253,BMW,2,5,South West,5,1995,2016,1615,106,0.128,0.023,,,0.005272189
115,VOLKSWAGEN,1,13,London,1,1200,2002,1092,142,0.474,0.015,,0.032,0.484668524
750,FORD,2,6,North West,2,1753,2002,1295,143,0.109,0.489,0.044,0.018,0.02782644
934,TOYOTA,1,14,South West,2,1598,2002,1290,168,0.55,0.03,,0.06,0.215805088
3432,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,110,0.137,0.067,,,0.316665076
3725,VAUXHALL,1,14,South West,1,1398,2016,1163,120,0.463,0.01,,0.031,0.111144228
1104,FORD,1,13,South West,2,1596,2002,1184,192,0.518,0.059,,0.115,0.476208317
2804,BMW,2,2,North West,5,1995,2016,1705,109,0.144,0.031,,,0.39757812
3064,VOLKSWAGEN,1,6,North West,5,1395,2016,1368,118,0.304,0.031,,0.058,0.644491584
1336,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.426883193
977,VAUXHALL,1,13,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.797112871
719,FORD,1,14,North West,1,2967,2002,1506,245,0.236,0.053,,0.035,0.032839315
1770,FORD,2,96,North West,1,1997,2016,1828,129,0.239,0.048,,,0.760191762
1842,VAUXHALL,2,14,London,5,1598,2016,1350,103,0.17,0.032,0.001,,0.188464669
263,VAUXHALL,1,14,South West,2,1199,2002,1430,154,0.211,0.031,,0.052,0.55332612
2613,BMW,2,6,South West,5,2993,2016,2145,158,0.186,0.057,,,0.789835341
3601,BMW,2,2,South West,1,1995,2016,1705,109,0.144,0.031,,,0.853264267
2044,VAUXHALL,2,14,North West,1,1956,2016,1613,118,0.08,0.06,,,0.85859014
2718,BMW,2,2,South West,5,1995,2016,1495,109,0.312,0.042,,,0.686200194
2099,VAUXHALL,1,14,North West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.592726466
2574,BMW,2,6,London,5,1995,2016,1505,109,0.222,0.037,,,0.758043579
3791,FORD,2,14,South West,5,1997,2016,1681,122,0.215,0.057,,,0.350743503
2815,BMW,2,2,North West,1,2993,2016,1705,145,0.341,0.053,,,0.166577762
1617,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.09366408
3164,BMW,2,2,North West,1,1995,2016,1695,114,0.314,0.048,,,0.178696175
1526,FORD,2,14,London,5,1499,2016,1399,98,0.354,0.074,,,0.673529028
3660,VAUXHALL,1,13,South West,5,1598,2016,1278,174,0.519,0.026,,0.034,0.975902391
3640,VAUXHALL,2,14,South West,5,1598,2016,1613,99,0.056,0.054,,,0.807506449
758,VOLKSWAGEN,1,13,London,2,1390,2002,1189,180,0.096,0.064,,0.092,0.032010149
54,BMW,1,4,London,1,3246,2002,1730,292,0.779,0.031,,0.125,0.537898377
3038,BMW,2,6,South West,5,1995,2016,1575,115,0.269,0.044,,,0.324604604
2983,FORD,1,13,North West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.843178509
2915,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.470515334
25,TOYOTA,1,14,North West,1,1299,2002,0,144,0.88,0.04,,0.1,0.930517611
2226,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.170882026
2898,FORD,1,13,North West,1,998,2016,1094,99,0.445,0.012,0.001,0.065,0.080447162
550,VAUXHALL,1,13,London,2,1389,2002,1545,190,0.287,0.057,,0.065,0.627042276
1089,VOLKSWAGEN,1,13,South West,1,1390,2002,1012,149,0.294,0.03,,0.067,0.305292692
1855,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.100013338
3240,VAUXHALL,1,14,North West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.57230894
901,BMW,2,2,South West,1,2497,2002,1680,216,0.173,0.433,0.046,,0.426818056
3380,VAUXHALL,2,14,North West,1,1598,2016,1613,109,0.035,0.026,,,0.620460531
3758,FORD,2,14,North West,1,1997,2016,1524,110,0.243,0.067,,,0.866008429
2361,BMW,2,6,South West,5,1995,2016,1795,122,0.332,0.054,,,0.397310219
2682,BMW,1,5,London,1,1998,2016,1550,141,0.213,0.022,,0.053,0.885744133
2620,BMW,2,14,London,2,1496,2016,1470,103,0.091,0.063,,,0.634451375
1391,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.725303135
585,VAUXHALL,1,13,London,2,1199,2002,1430,154,0.211,0.031,,0.052,0.920866264
2863,FORD,1,14,North West,1,999,2016,1382,125,0.451,0.036,0.001,0.072,0.874181078
3690,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.171034427
1161,VOLKSWAGEN,1,14,South West,1,1390,2002,1190,161,0.308,0.042,,0.064,0.758210445
1780,VAUXHALL,2,96,South West,1,1598,2016,1923,145,0.316,0.041,,,0.837560679
2635,FORD,1,14,London,5,1596,2016,1144,138,0.314,0.017,,0.037,0.951075283
3592,VOLKSWAGEN,1,13,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.969433381
3196,VOLKSWAGEN,2,14,London,5,1598,2016,1339,104,0.094,0.037,,,0.429264598
684,VOLKSWAGEN,1,13,North West,2,1781,2002,1324,190,0.667,0.03,,0.054,0.297248168
1708,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.189175247
1180,TOYOTA,2,6,South West,1,1995,2002,0,190,0.08,,,,0.332028643
3207,FORD,2,14,North West,5,1997,2016,1773,135,0.217,0.078,,,0.409627053
1891,FORD,1,14,North West,1,998,2016,1364,125,0.428,0.037,0.001,0.053,0.446240613
106,VAUXHALL,1,13,South West,1,1796,2002,1680,190,0.627,0.008,,0.035,0.128457399
261,VAUXHALL,1,96,South West,2,1598,2002,1970,190,0.219,0.026,,0.037,0.506821258
1783,VAUXHALL,1,96,North West,1,1398,2016,1361,140,0.695,0.028,,0.05,0.539120616
2906,FORD,1,96,North West,5,1388,2016,1328,139,0.472,0.049,,0.051,0.130675597
1334,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.275422444
275,TOYOTA,1,14,London,2,1598,2002,1325,190,0.45,0.02,,0.05,0.317394209
1605,TOYOTA,8,6,South West,5,2494,2016,1745,115,0.262,0.007,,0.041,0.617206495
742,VOLKSWAGEN,1,14,London,2,1390,2002,1216,180,0.096,0.064,,0.092,0.777005617
3363,VOLKSWAGEN,2,14,South West,5,1968,2016,1429,127,0.067,0.07,,,0.043948947
1404,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.247647482
870,FORD,1,14,South West,1,1999,2002,1396,192,0.427,0.078,,0.109,0.133278601
531,FORD,1,6,South West,2,1596,2002,1180,165,0.518,0.059,,0.115,0.652418514
301,TOYOTA,1,14,London,1,1398,2002,1285,159,0.47,0.02,,0.07,0.644700275
815,VOLKSWAGEN,1,14,London,2,1198,2002,1120,142,0.474,0.015,,0.032,0.83064726
3328,VOLKSWAGEN,2,14,South West,5,1968,2016,1395,114,0.133,0.067,,,0.905653111
2633,FORD,1,14,London,1,1498,2016,1421,140,0.506,0.027,0.004,0.069,0.968022545
229,FORD,2,14,South West,1,1399,2002,1166,120,0.154,0.423,0.036,,0.858140017
2638,FORD,1,96,London,5,999,2016,1449,117,0.473,0.035,0.003,0.056,0.407886827
1591,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.56293982
3131,VAUXHALL,1,13,North West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.892644957
3109,BMW,2,5,North West,1,2993,2016,1885,152,0.183,0.042,,,0.752377169
1876,VAUXHALL,1,96,South West,5,1364,2016,1613,168,0.435,0.014,,0.033,0.179214061
2030,FORD,1,14,South West,5,998,2016,1168,114,0.206,0.034,,0.05,0.926776414
2126,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,106,0.137,0.067,,,0.256214928
3820,VOLKSWAGEN,1,14,South West,2,999,2016,1055,106,0.407,0.016,,0.034,0.296513101
3503,FORD,1,14,South West,5,999,2016,1329,105,0.436,0.03,0.001,0.065,0.473334773
496,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.721861022
2118,BMW,2,14,South West,5,1995,2016,1425,109,0.248,0.028,,,0.910707748
476,FORD,1,14,North West,1,1242,2002,1017,161,0.296,0.061,,0.054,0.664937442
232,FORD,1,96,London,2,2295,2002,1736,264,0.341,0.084,,0.106,0.127327404
3354,FORD,2,14,North West,5,1499,2016,1399,98,0.354,0.074,,,0.190925079
2824,FORD,1,14,North West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.225153242
1630,FORD,2,96,South West,5,1997,2016,1757,139,0.195,0.038,,,0.770043983
414,VAUXHALL,2,96,South West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.012607346
1249,VOLKSWAGEN,1,13,London,1,1198,2002,1103,142,0.68,0.042,,0.03,0.638880771
2768,FORD,1,14,North West,2,998,2016,1364,125,0.428,0.037,0.001,0.053,0.227436
622,TOYOTA,1,6,London,2,1998,2002,1405,211,0.61,0.04,,0.07,0.446597313
3596,FORD,2,96,North West,5,1997,2016,1828,129,0.239,0.048,,,0.943920182
2031,VAUXHALL,2,14,South West,5,1598,2016,1613,99,0.056,0.054,,,0.780920134
57,BMW,1,6,London,1,2171,2002,1700,242,0.832,0.005,,0.091,0.247185612
2344,FORD,1,14,London,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.004205245
1159,FORD,1,14,South West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.278761647
3781,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.573325905
2114,VAUXHALL,1,13,South West,1,1398,2016,1141,118,0.463,0.01,,0.031,0.049099787
631,VAUXHALL,1,4,North West,1,1796,2002,1745,192,0.627,0.008,,0.035,0.590670143
637,VOLKSWAGEN,1,14,North West,1,1198,2002,1127,142,0.68,0.042,,0.03,0.01295163
1745,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.340886957
978,FORD,2,14,South West,1,1753,2002,1280,145,0.109,0.489,0.044,0.018,0.04735551
1446,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.769080863
429,VOLKSWAGEN,2,1,South West,1,1896,2002,0,140,0.081,,,,0.550935191
1034,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.499424807
1750,VAUXHALL,2,14,North West,5,1598,2016,1504,124,0.14,0.035,,,0.957017403
914,BMW,2,2,South West,1,2497,2002,1670,179,0.265,0.445,0.047,,0.318222372
2383,VOLKSWAGEN,1,6,London,1,1395,2016,1353,123,0.248,0.035,,0.066,0.149362193
1984,BMW,2,14,London,5,1496,2016,1395,94,0.172,0.028,,,0.577585039
3389,VOLKSWAGEN,1,14,South West,2,999,2016,1055,108,0.535,0.012,,0.039,0.714753378
1491,FORD,2,14,South West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.947496023
2841,FORD,1,13,North West,1,998,2016,1176,99,0.355,0.041,0.001,0.067,0.831333899
3676,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.227646819
3798,VOLKSWAGEN,2,6,South West,5,1968,2016,1541,119,0.079,0.062,,,0.405467015
1569,VAUXHALL,2,14,South West,5,1956,2016,1664,147,0.078,0.062,,,0.382465443
3060,FORD,1,13,North West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.940298478
392,VOLKSWAGEN,1,14,South West,2,1198,2002,1132,142,0.68,0.042,,0.03,0.768044506
798,VOLKSWAGEN,1,14,London,1,1598,2002,1276,166,0.504,0.047,,0.083,0.876293682
529,FORD,1,14,London,1,1596,2002,1189,192,0.518,0.059,,0.115,0.545102981
2083,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.936956782
3577,BMW,2,6,South West,1,2993,2016,2145,158,0.186,0.057,,,0.047706878
479,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.679897558
253,FORD,1,14,London,2,1596,2002,1167,165,0.518,0.059,,0.115,0.326238192
2748,TOYOTA,8,6,London,1,1798,2016,1520,92,0.182,0.005,,0.036,0.171769007
3805,FORD,2,14,South West,5,1499,2016,1553,94,0.407,0.07,,,0.090613526
443,FORD,1,13,London,2,1242,2002,989,161,0.296,0.061,,0.054,0.716869784
1690,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.372209717
2225,BMW,2,5,South West,5,1995,2016,1615,114,0.128,0.023,,,0.512637703
3481,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,109,0.137,0.067,,,0.721646184
1346,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.590608961
1355,VAUXHALL,1,14,North West,2,1398,2016,1199,137,0.645,0.008,,0.044,0.447326496
1896,FORD,1,14,London,2,998,2016,1335,125,0.428,0.037,0.001,0.053,0.204225495
639,VOLKSWAGEN,1,14,North West,1,1390,2002,1171,156,0.165,0.047,,0.075,0.254718163
1751,VAUXHALL,1,96,North West,1,1398,2016,1361,140,0.695,0.028,,0.05,0.771466858
2874,BMW,2,2,North West,5,1995,2016,1505,104,0.148,0.03,,,0.105817137
1872,VAUXHALL,2,6,South West,5,1598,2016,1393,92,0.268,0.047,,,0.594154997
2277,BMW,8,2,South West,5,1998,2016,1735,45,0.082,0.006,,0.017,0.916482504
216,FORD,1,14,North West,1,1388,2002,1097,158,0.644,0.048,,0.064,0.125815342
2937,FORD,1,6,North West,2,1498,2016,1446,140,0.506,0.027,0.004,0.069,0.05564642
3312,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.679848215
2925,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.654470084
3343,VOLKSWAGEN,2,96,London,5,1968,2016,1554,136,0.136,0.036,,,0.466408549
1647,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.012520888
2379,VOLKSWAGEN,1,14,London,1,1197,2016,1139,109,0.199,0.018,,0.035,0.373125432
3418,VOLKSWAGEN,2,14,North West,5,1598,2016,1339,102,0.094,0.037,,,0.564354574
2281,VOLKSWAGEN,1,13,North West,2,1984,2016,1402,147,0.362,0.029,,0.053,0.343384569
1747,VOLKSWAGEN,1,14,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.583435029
2284,BMW,2,14,North West,2,1496,2016,1395,94,0.172,0.028,,,0.023835965
325,FORD,1,14,London,1,1388,2002,1163,158,0.662,0.052,,0.137,0.635328541
39,VOLKSWAGEN,1,13,London,1,1390,2002,1003,149,0.294,0.03,,0.067,0.278090235
1041,VOLKSWAGEN,1,14,South West,1,2324,2002,1423,211,0.461,0.048,,0.058,0.283895282
2479,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.890370513
1828,FORD,2,14,South West,5,1997,2016,1524,110,0.243,0.067,,,0.063059353
2115,VOLKSWAGEN,2,14,South West,5,1598,2016,1280,89,0.116,0.054,,,0.013065953
3132,FORD,2,96,London,5,1499,2016,1461,105,0.419,0.043,,,0.435799291
2473,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.449660129
800,VAUXHALL,1,14,North West,2,1598,2002,1660,197,0.357,0.029,,0.044,0.578975949
1723,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.4929995
1627,VOLKSWAGEN,2,6,South West,5,2967,2016,2185,174,0.138,0.039,,,0.320919578
1874,VAUXHALL,2,14,South West,5,1248,2016,1237,100,0.042,0.03,,,0.994539246
2145,FORD,2,14,South West,5,1997,2016,1474,105,0.328,0.068,,,0.951844864
3745,VAUXHALL,1,14,South West,1,1398,2016,1199,137,0.645,0.008,,0.044,0.006196934
2134,BMW,2,14,South West,5,1496,2016,1425,103,0.086,0.025,,,0.212976467
2326,VOLKSWAGEN,1,14,London,2,1197,2016,1139,109,0.199,0.018,,0.035,0.6442665
553,VAUXHALL,1,14,South West,1,1598,2002,1670,171,0.219,0.026,,0.037,0.839045599
3287,BMW,2,2,London,2,2993,2016,1975,142,0.067,0.046,,,0.239972436
3090,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.511960082
2847,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.581578791
3349,VOLKSWAGEN,2,96,London,5,1968,2016,1554,136,0.136,0.036,,,0.960036104
2185,VAUXHALL,1,14,South West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.729447803
1357,BMW,1,4,North West,1,1499,2016,1570,139,0.145,0.012,,0.02,0.095539502
3017,VOLKSWAGEN,1,14,North West,1,1395,2016,1271,116,0.154,0.029,,0.044,0.470457839
516,VAUXHALL,1,14,London,1,1598,2002,1670,171,0.219,0.026,,0.037,0.486669963
3133,VOLKSWAGEN,2,96,North West,5,1968,2016,1492,125,0.079,0.063,,,0.590104245
75,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.547125377
2575,VAUXHALL,2,14,South West,5,1598,2016,1350,97,0.243,0.029,,,0.609111201
1854,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.754060185
1664,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.6255059
2758,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.28357939
3103,VAUXHALL,2,14,North West,1,1598,2016,1449,114,0.163,0.048,,,0.306414522
1153,VOLKSWAGEN,2,14,South West,1,1896,2002,1393,140,0.081,0.376,0.029,,0.942369419
158,VOLKSWAGEN,1,13,South West,2,1984,2002,1327,209,0.24,0.025,,0.065,0.683800494
566,VAUXHALL,1,14,London,1,1199,2002,1455,149,0.253,0.029,,0.054,0.816335755
287,VAUXHALL,1,96,North West,1,1598,2002,1970,190,0.219,0.026,,0.037,0.266306579
3186,VOLKSWAGEN,1,14,North West,2,1395,2016,1247,120,0.158,0.034,,0.028,0.6640791
2666,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.693600512
3144,BMW,1,2,North West,1,1998,2016,1505,138,0.213,0.022,,0.053,0.390611548
2546,BMW,2,2,London,5,1995,2016,1495,102,0.157,0.034,,,0.464916522
2256,BMW,2,5,South West,5,1995,2016,1595,119,0.147,0.037,,,0.626573618
3568,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.140954025
713,BMW,1,4,North West,1,2494,2002,1615,230,0.494,0.017,,0.079,0.594115515
1995,FORD,1,14,London,2,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.436309625
3508,VAUXHALL,1,13,South West,1,1398,2016,1141,121,0.598,0.026,,0.042,0.049464229
3015,FORD,2,14,South West,5,1499,2016,1421,99,0.294,0.039,,,0.887544728
3433,VAUXHALL,1,14,North West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.953843259
2563,BMW,2,6,London,1,1995,2016,1820,136,0.144,0.035,,,0.238264823
3366,VOLKSWAGEN,2,6,South West,5,1968,2016,1590,110,0.299,0.068,,,0.47217455
